approved_symbol,hgnc_id,evidence_count,source_count_percentile,pLI,oe_lof,lof_z,mis_z,omim_summary,gencc_summary,clingen_summary,clinvar,clinical_groups_p,onset_groups_p,syndromic_groups_p,mgi_phenotype,interaction_score,stringdb_interaction_sum_score,stringdb_interaction_normalized_score,stringdb_interaction_string,expression_score,gtex_kidney_medulla,gtex_kidney_cortex,descartes_kidney_tpm,cur_id
ESCO2,27230,2,1.5916610887951088,0,0.54121,2.2382,0.40775,Juberg-Hayward syndrome[OMIM:216100]-Autosomal recessive inheritance | Roberts-SC phocomelia syndrome[OMIM:268300]-Autosomal recessive inheritance,"Strong, Supportive (Roberts syndrome[MONDO:0009997]-Autosomal recessive) | Definitive, Definitive, Strong (Roberts-SC phocomelia syndrome[MONDO:0100253]-Autosomal recessive)",Definitive (Roberts-SC phocomelia syndrome[MONDO:0100253]-AR),P:73; LP:21; VUS:120,OMIM:216100 (cancer: 0.07 | cakut: 0.028 | cyst_cilio: 0.01 | glomerulopathy: 0.007); OMIM:268300 (cancer: 0.08 | cyst_cilio: 0.073 | cakut: 0.04 | glomerulopathy: 0.007),OMIM:268300 (antenatal_or_congenital: 0.821),OMIM:216100 (syndromic: 0.051 | growth: 0.25 | skeletal: 0.052 | neurologic: 0.071); OMIM:268300 (syndromic: 0.096 | growth: 0.035 | skeletal: 0.161 | neurologic: 0.076),hm (false); ht (false),0,622,0.15513626834381553,"9606.ENSP00000282516:161, 9606.ENSP00000356319:292, 9606.ENSP00000323421:169",0.5,0.0415435,0.0314624,13.3203640852454,cur_474
ETFA,3481,2,1.4852333280114676,0.002922,0.37671,2.6616,1.0633,Glutaric acidemia IIA[OMIM:231680]-Autosomal recessive inheritance,"Definitive, Definitive, Strong, Strong (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-Autosomal recessive)",Definitive (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-AR),P:22; LP:11; VUS:111,OMIM:231680 (cyst_cilio: 0.066 | nephrocalcinosis: 0.042 | tubulopathy: 0.042 | glomerulopathy: 0.013 | cakut: 0.012 | cancer: 0.01),NULL,OMIM:231680 (syndromic: 0.019 | skeletal: 0.019 | neurologic: 0.005),hm (NA); ht (NA),0.5,3828,0.6540880503144654,"9606.ENSP00000333946:210, 9606.ENSP00000265748:292, 9606.ENSP00000231509:165, 9606.ENSP00000356319:292, 9606.ENSP00000362924:366, 9606.ENSP00000445175:258, 9606.ENSP00000426638:483, 9606.ENSP00000346173:999, 9606.ENSP00000264170:175, 9606.ENSP00000322316:185, 9606.ENSP00000313432:238, 9606.ENSP00000297185:165",0.5,48.1325,47.7969,112.435917520368,cur_475
ETFB,3482,2,1.0497141350503731,NULL,NULL,NULL,NULL,Glutaric acidemia IIB[OMIM:231680]-Autosomal recessive inheritance,"Definitive, Definitive, Strong, Strong (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-Autosomal recessive)",Definitive (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-AR),P:6; LP:8; VUS:86,OMIM:231680 (cyst_cilio: 0.066 | nephrocalcinosis: 0.042 | tubulopathy: 0.042 | glomerulopathy: 0.013 | cakut: 0.012 | cancer: 0.01),NULL,OMIM:231680 (syndromic: 0.019 | skeletal: 0.019 | neurologic: 0.005),hm (false); ht (false),0.5,2369,0.46331236897274636,"9606.ENSP00000313432:257, 9606.ENSP00000297185:165, 9606.ENSP00000356319:292, 9606.ENSP00000333946:163, 9606.ENSP00000426638:493, 9606.ENSP00000452762:999",0.5,24.9541,20.97,35.6170976537525,cur_476
ETFDH,3483,2,1.597675210119882,0,0.74211,1.359,0.39306,Glutaric acidemia IIC[OMIM:231680]-Autosomal recessive inheritance,"Definitive, Definitive, Definitive, Strong, Strong (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-Autosomal recessive)",Definitive (multiple acyl-CoA dehydrogenase deficiency[MONDO:0009282]-AR),P:111; LP:85; VUS:217,OMIM:231680 (cyst_cilio: 0.066 | nephrocalcinosis: 0.042 | tubulopathy: 0.042 | glomerulopathy: 0.013 | cakut: 0.012 | cancer: 0.01),NULL,OMIM:231680 (syndromic: 0.019 | skeletal: 0.019 | neurologic: 0.005),hm (NA); ht (NA),0.5,976,0.23270440251572327,"9606.ENSP00000452762:483, 9606.ENSP00000346173:493",0.5,17.1766,14.4384,28.7864423404687,cur_477
FANCA,3582,3,1.540822921661252,0,1.1525,-1.2899,-5.4138,"Fanconi anemia, complementation group A[OMIM:227650]-Autosomal recessive inheritance","Definitive, Definitive, Definitive, Definitive, Strong (Fanconi anemia complementation group A[MONDO:0009215]-Autosomal recessive) | Strong, Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group A[MONDO:0009215]-AR),P:513; LP:264; VUS:1336,OMIM:227650 (cancer: 0.18 | cakut: 0.097 | cyst_cilio: 0.021 | glomerulopathy: 0.007 | tubulopathy: 0.007),NULL,OMIM:227650 (syndromic: 0.051 | growth: 0.296 | skeletal: 0.055 | neurologic: 0.069),hm (false); ht (false),1,8585,0.8553459119496856,"9606.ENSP00000294008:578, 9606.ENSP00000310842:895, 9606.ENSP00000330875:999, 9606.ENSP00000216911:292, 9606.ENSP00000287647:969, 9606.ENSP00000229769:999, 9606.ENSP00000354497:499, 9606.ENSP00000337088:161, 9606.ENSP00000289081:999, 9606.ENSP00000369497:637, 9606.ENSP00000451828:558, 9606.ENSP00000385021:999",0.5,0.996165,0.586968,88.5793606067667,cur_478
FANCB,3583,3,1.4112608778656317,NULL,NULL,NULL,NULL,"Fanconi anemia, complementation group B[OMIM:300514]-X-linked recessive inheritance","Supportive (VACTERL with hydrocephalus[MONDO:0010172]-Autosomal recessive) | Definitive, Strong (Fanconi anemia complementation group B[MONDO:0010351]-X-linked) | Definitive (Fanconi anemia complementation group B[MONDO:0010351]-X-linked recessive) | Strong (VACTERL association, X-linked, with or without hydrocephalus[MONDO:0010752]-X-linked) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group B[MONDO:0010351]-XL),P:21; LP:6; VUS:214,OMIM:300514 (cancer: 0.05 | cakut: 0.044 | cyst_cilio: 0.008),OMIM:300514 (neonatal_or_pediatric: 0.665),OMIM:300514 (syndromic: 0.055 | growth: 0.193 | skeletal: 0.016 | neurologic: 0.084),hm (false); ht (false),0,NULL,NULL,NULL,0.5,0.178181,0.105887,11.7765582248911,cur_479
FANCC,3584,2,1.1309261498321586,0,0.74194,1.3601,-0.19398,"Fanconi anemia, complementation group C[OMIM:227645]-Autosomal recessive inheritance","Limited (colorectal cancer[MONDO:0005575]-Autosomal dominant) | Limited (breast cancer[MONDO:0007254]-Autosomal dominant) | Limited (ovarian cancer[MONDO:0008170]-Autosomal dominant) | Definitive, Definitive, Definitive (Fanconi anemia complementation group C[MONDO:0009213]-Autosomal recessive) | Limited (malignant pancreatic neoplasm[MONDO:0009831]-Autosomal dominant) | Strong, Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group C[MONDO:0009213]-AR),P:133; LP:123; VUS:768,OMIM:227645 (cancer: 0.16 | cakut: 0.097 | cyst_cilio: 0.021 | glomerulopathy: 0.007),NULL,OMIM:227645 (syndromic: 0.067 | growth: 0.398 | skeletal: 0.068 | neurologic: 0.069),hm (false); ht (false),0.5,7375,0.8322851153039832,"9606.ENSP00000373952:999, 9606.ENSP00000287647:946, 9606.ENSP00000310842:932, 9606.ENSP00000330875:999, 9606.ENSP00000294008:499, 9606.ENSP00000385021:999, 9606.ENSP00000369497:349, 9606.ENSP00000227507:154, 9606.ENSP00000354497:499, 9606.ENSP00000229769:999",0.5,3.82295,2.96685,141.348002049277,cur_480
FANCD2,3585,2,1.6788872249016673,NULL,NULL,NULL,NULL,"Fanconi anemia, complementation group D2[OMIM:227646]-Autosomal recessive inheritance","Definitive, Definitive, Definitive, Strong (Fanconi anemia complementation group D2[MONDO:0009214]-Autosomal recessive) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group D2[MONDO:0009214]-AR),P:69; LP:50; VUS:521,OMIM:227646 (cancer: 0.19 | cakut: 0.113 | cyst_cilio: 0.021 | glomerulopathy: 0.007),NULL,OMIM:227646 (syndromic: 0.067 | growth: 0.296 | skeletal: 0.057 | neurologic: 0.1),hm (false); ht (false),1,12333,0.9664570230607966,"9606.ENSP00000373952:969, 9606.ENSP00000336701:222, 9606.ENSP00000261584:906, 9606.ENSP00000354497:966, 9606.ENSP00000229769:972, 9606.ENSP00000369497:995, 9606.ENSP00000227507:163, 9606.ENSP00000337088:870, 9606.ENSP00000289081:946, 9606.ENSP00000310842:999, 9606.ENSP00000330875:898, 9606.ENSP00000294008:939, 9606.ENSP00000265748:292, 9606.ENSP00000264414:390, 9606.ENSP00000385021:974, 9606.ENSP00000451828:292, 9606.ENSP00000421491:540",0.5,1.39739,0.6059720000000001,34.4053147025056,cur_481
FANCE,3586,2,1.1309261498321586,2e-6,0.56115,1.9574,0.12875,"Fanconi anemia, complementation group E[OMIM:600901]-Autosomal recessive inheritance","Definitive, Definitive, Strong (Fanconi anemia complementation group E[MONDO:0010953]-Autosomal recessive) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group E[MONDO:0010953]-AR),P:18; LP:13; VUS:281,OMIM:600901 (cancer: 0.16 | cakut: 0.097 | cyst_cilio: 0.021 | glomerulopathy: 0.007),NULL,OMIM:600901 (syndromic: 0.075 | growth: 0.296 | skeletal: 0.055 | neurologic: 0.12),hm (false); ht (false),1,10294,0.909853249475891,"9606.ENSP00000243253:345, 9606.ENSP00000369497:292, 9606.ENSP00000294008:499, 9606.ENSP00000310842:949, 9606.ENSP00000330875:999, 9606.ENSP00000348849:495, 9606.ENSP00000481646:378, 9606.ENSP00000385021:999, 9606.ENSP00000463784:378, 9606.ENSP00000470972:495, 9606.ENSP00000287647:972, 9606.ENSP00000373952:999, 9606.ENSP00000414321:499, 9606.ENSP00000354497:499, 9606.ENSP00000289081:999, 9606.ENSP00000359345:497",0,2.91215,1.5154100000000001,3.76169941281285,cur_482
FANCF,3587,2,1.1309261498321586,0.45886,0,1.1618,-1.826,"Fanconi anemia, complementation group F[OMIM:603467]-Autosomal recessive inheritance","Definitive, Definitive, Strong (Fanconi anemia complementation group F[MONDO:0011325]-Autosomal recessive) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group F[MONDO:0011325]-AR),P:22; LP:7; VUS:239,OMIM:603467 (cakut: 0.165 | cancer: 0.05 | cyst_cilio: 0.045 | glomerulopathy: 0.007 | tubulopathy: 0.007),OMIM:603467 (antenatal_or_congenital: 0.821),OMIM:603467 (syndromic: 0.056 | growth: 0.523 | skeletal: 0.059 | neurologic: 0.053),hm (false); ht (false),1,7541,0.8406708595387841,"9606.ENSP00000310842:925, 9606.ENSP00000256078:208, 9606.ENSP00000354497:499, 9606.ENSP00000294008:499, 9606.ENSP00000229769:999, 9606.ENSP00000385021:999, 9606.ENSP00000361021:167, 9606.ENSP00000373952:999, 9606.ENSP00000369497:349, 9606.ENSP00000289081:999, 9606.ENSP00000287647:898",0,5.05654,3.31702,9.59136225727633,cur_483
FANCI,25568,2,1.1309261498321586,0,0.82993,1.3731,-1.351,"Fanconi anemia, complementation group I[OMIM:609053]-Autosomal recessive inheritance","Definitive, Definitive, Strong (Fanconi anemia complementation group I[MONDO:0012186]-Autosomal recessive) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group I[MONDO:0012186]-AR),P:64; LP:41; VUS:739,OMIM:609053 (cakut: 0.19 | cancer: 0.12 | cyst_cilio: 0.055 | glomerulopathy: 0.013 | tubulopathy: 0.007),NULL,OMIM:609053 (syndromic: 0.072 | growth: 0.378 | skeletal: 0.071 | neurologic: 0.092),hm (false); ht (false),1,10978,0.9287211740041929,"9606.ENSP00000330875:925, 9606.ENSP00000294008:745, 9606.ENSP00000385021:979, 9606.ENSP00000341292:317, 9606.ENSP00000421491:540, 9606.ENSP00000451828:292, 9606.ENSP00000373952:895, 9606.ENSP00000336701:446, 9606.ENSP00000287647:999, 9606.ENSP00000369497:955, 9606.ENSP00000227507:163, 9606.ENSP00000289081:932, 9606.ENSP00000261584:879, 9606.ENSP00000354497:962, 9606.ENSP00000229769:949",0.5,1.38132,0.87059,63.5748064133746,cur_484
FANCL,20748,2,1.1309261498321586,NULL,NULL,NULL,NULL,"Fanconi anemia, complementation group L[OMIM:614083]-Autosomal recessive inheritance","Definitive, Strong, Strong, Strong (Fanconi anemia complementation group L[MONDO:0013566]-Autosomal recessive) | Supportive (Fanconi anemia[MONDO:0019391]-Autosomal recessive)",Definitive (Fanconi anemia complementation group L[MONDO:0013566]-AR),P:25; LP:24; VUS:244,OMIM:614083 (cakut: 0.137 | cancer: 0.05 | cyst_cilio: 0.042 | tubulopathy: 0.007 | glomerulopathy: 0.004),OMIM:614083 (antenatal_or_congenital: 0.821 | neonatal_or_pediatric: 0.402),OMIM:614083 (syndromic: 0.074 | growth: 0.193 | skeletal: 0.044 | neurologic: 0.077),hm (false); ht (false),0.5,7471,0.8364779874213837,"9606.ENSP00000369497:353, 9606.ENSP00000289081:999, 9606.ENSP00000354497:499, 9606.ENSP00000229769:999, 9606.ENSP00000373952:999, 9606.ENSP00000336701:171, 9606.ENSP00000287647:974, 9606.ENSP00000330875:999, 9606.ENSP00000310842:979, 9606.ENSP00000294008:499",0.5,8.723239999999999,6.02323,79.8106852873782,cur_485
FAT4,23109,3,1.999353394386978,1,0.12097,9.368,0.62191,Van Maldergem syndrome 2[OMIM:615546]-Autosomal recessive inheritance | Hennekam lymphangiectasia-lymphedema syndrome 2[OMIM:616006]-Autosomal recessive inheritance,Definitive (van Maldergem syndrome 2[MONDO:0014242]-Autosomal recessive) | Definitive (Hennekam lymphangiectasia-lymphedema syndrome 2[MONDO:0014454]-Autosomal recessive) | Supportive (Hennekam syndrome[MONDO:0016256]-Autosomal recessive) | Supportive (van Maldergem syndrome[MONDO:0017813]-Autosomal recessive),NULL,P:25; LP:6; VUS:1192,OMIM:615546 (cakut: 0.089 | cyst_cilio: 0.037 | cancer: 0.03 | tubulopathy: 0.007 | glomerulopathy: 0.004),OMIM:615546 (antenatal_or_congenital: 0.821),OMIM:615546 (syndromic: 0.134 | growth: 0.091 | skeletal: 0.123 | neurologic: 0.105); OMIM:616006 (syndromic: 0.032 | growth: 0.091 | skeletal: 0.019 | neurologic: 0.006),hm (true); ht (false),0.5,740,0.18238993710691823,"9606.ENSP00000406229:418, 9606.ENSP00000269305:157, 9606.ENSP00000231509:165",0.5,1.6130000000000002,1.10804,161.860500778156,cur_486
FLNA,3754,2,2.040297830069389,1,0.02614,7.8936,3.7802,"Otopalatodigital syndrome, type II[OMIM:304120]-X-linked dominant inheritance | Intestinal pseudoobstruction, neuronal[OMIM:300048]-X-linked recessive inheritance | Cardiac valvular dysplasia, X-linked[OMIM:314400]-X-linked inheritance | ?FG syndrome 2[OMIM:300321]-X-linked inheritance | Melnick-Needles syndrome[OMIM:309350]-X-linked dominant inheritance | Terminal osseous dysplasia[OMIM:300244]-X-linked dominant inheritance | Congenital short bowel syndrome[OMIM:300048]-X-linked recessive inheritance | Otopalatodigital syndrome, type I[OMIM:311300]-X-linked dominant inheritance | Heterotopia, periventricular, 1[OMIM:300049]-X-linked dominant inheritance | Frontometaphyseal dysplasia 1[OMIM:305620]-X-linked recessive inheritance","Definitive (intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked[MONDO:0010232]-X-linked) | Definitive (intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked[MONDO:0010232]-X-linked recessive) | Definitive, Definitive, Definitive (heterotopia, periventricular, X-linked dominant[MONDO:0010233]-X-linked) | Definitive (heterotopia, periventricular, X-linked dominant[MONDO:0010233]-X-linked dominant) | Definitive, Supportive (terminal osseous dysplasia-pigmentary defects syndrome[MONDO:0010279]-X-linked) | Definitive (terminal osseous dysplasia-pigmentary defects syndrome[MONDO:0010279]-X-linked recessive) | Definitive (FG syndrome 2[MONDO:0010297]-X-linked recessive) | Definitive, Moderate, Supportive (otopalatodigital syndrome type 2[MONDO:0010571]-X-linked) | Definitive (otopalatodigital syndrome type 2[MONDO:0010571]-X-linked recessive) | Supportive (X-linked Ehlers-Danlos syndrome[MONDO:0010586]-X-linked) | Definitive, Supportive (Melnick-Needles syndrome[MONDO:0010650]-X-linked) | Definitive (Melnick-Needles syndrome[MONDO:0010650]-X-linked dominant) | Supportive (otopalatodigital syndrome type 1[MONDO:0010704]-X-linked) | Definitive (otopalatodigital syndrome type 1[MONDO:0010704]-X-linked recessive) | Moderate, Supportive (cardiac valvular dysplasia, X-linked[MONDO:0010753]-X-linked) | Supportive (congenital short bowel syndrome[MONDO:0014097]-Autosomal recessive) | Supportive (frontometaphyseal dysplasia[MONDO:0015942]-Autosomal dominant) | Limited (familial thoracic aortic aneurysm and aortic dissection[MONDO:0019625]-X-linked) | Supportive (periventricular nodular heterotopia[MONDO:0020341]-Autosomal dominant) | Definitive (periventricular nodular heterotopia[MONDO:0020341]-X-linked) | Definitive (frontometaphyseal dysplasia 1[MONDO:0024550]-X-linked) | Definitive (frontometaphyseal dysplasia 1[MONDO:0024550]-X-linked recessive)",Limited (familial thoracic aortic aneurysm and aortic dissection[MONDO:0019625]-XL) | Definitive (periventricular nodular heterotopia[MONDO:0020341]-XL),P:161; LP:85; VUS:919,OMIM:300048 (cakut: 0.073 | cancer: 0.02 | cyst_cilio: 0.013 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002); OMIM:304120 (cakut: 0.073 | cancer: 0.02 | cyst_cilio: 0.013 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002); OMIM:305620 (cakut: 0.097 | cancer: 0.02 | cyst_cilio: 0.018 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002); OMIM:309350 (cakut: 0.073 | cancer: 0.02 | cyst_cilio: 0.013 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002),OMIM:300048 (neonatal_or_pediatric: 0.402); OMIM:304120 (antenatal_or_congenital: 0.821),OMIM:300048 (syndromic: 0.029 | skeletal: 0 | neurologic: 0.042); OMIM:300049 (syndromic: 0.039 | skeletal: 0.015 | neurologic: 0.073); OMIM:300244 (syndromic: 0.03 | skeletal: 0.042); OMIM:300321 (syndromic: 0.016 | growth: 0.026 | skeletal: 0.004 | neurologic: 0.02); OMIM:304120 (syndromic: 0.108 | growth: 0.284 | skeletal: 0.154 | neurologic: 0.047); OMIM:305620 (syndromic: 0.073 | skeletal: 0.079 | neurologic: 0.04); OMIM:309350 (syndromic: 0.051 | growth: 0.171 | skeletal: 0.085 | neurologic: 0.022); OMIM:311300 (syndromic: 0.071 | growth: 0.25 | skeletal: 0.111 | neurologic: 0.006); OMIM:314400 (syndromic: 0.006 | skeletal: 0.012),hm (false); ht (false),1,16609,0.9916142557651991,"9606.ENSP00000362413:343, 9606.ENSP00000356405:292, 9606.ENSP00000420194:784, 9606.ENSP00000339191:814, 9606.ENSP00000256474:647, 9606.ENSP00000379616:161, 9606.ENSP00000313169:328, 9606.ENSP00000216181:366, 9606.ENSP00000200181:855, 9606.ENSP00000363779:292, 9606.ENSP00000369497:972, 9606.ENSP00000227507:396, 9606.ENSP00000256078:354, 9606.ENSP00000265748:394, 9606.ENSP00000367316:650, 9606.ENSP00000269305:165, 9606.ENSP00000252699:187, 9606.ENSP00000362924:595, 9606.ENSP00000288235:189, 9606.ENSP00000215832:476, 9606.ENSP00000451828:624, 9606.ENSP00000363435:159, 9606.ENSP00000378611:965, 9606.ENSP00000003084:944, 9606.ENSP00000346839:551, 9606.ENSP00000389998:557, 9606.ENSP00000281043:161, 9606.ENSP00000262613:220, 9606.ENSP00000311505:292, 9606.ENSP00000357283:238, 9606.ENSP00000377789:161, 9606.ENSP00000362680:590, 9606.ENSP00000376410:201, 9606.ENSP00000346151:420, 9606.ENSP00000264896:163, 9606.ENSP00000265970:161, 9606.ENSP00000386896:650, 9606.ENSP00000356319:292",0.5,128.804,85.4026,181.828630759569,cur_487
FOXF1,3809,2,1.144897225638441,0.95792,0,2.9175,1.089,Alveolar capillary dysplasia with misalignment of pulmonary veins[OMIM:265380]-Autosomal dominant inheritance,"Definitive, Supportive (alveolar capillary dysplasia with misalignment of pulmonary veins[MONDO:0009934]-Autosomal dominant)",NULL,P:37; LP:15; VUS:36,OMIM:265380 (cakut: 0.097 | cyst_cilio: 0.021 | cancer: 0.02 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002),NULL,OMIM:265380 (syndromic: 0.05 | skeletal: 0.047 | neurologic: 0.064),hm (false); ht (false),0.5,2489,0.48427672955974843,"9606.ENSP00000370421:455, 9606.ENSP00000401678:476, 9606.ENSP00000484803:165, 9606.ENSP00000287538:347, 9606.ENSP00000379258:407, 9606.ENSP00000216911:292, 9606.ENSP00000368253:347",0,2.87437,1.96497,0.212852822895007,cur_488
FOXP3,6106,3,2.12369522995381,0.99424,0,3.6276,1.6724,"Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked[OMIM:304790]-X-linked recessive inheritance","Definitive, Strong, Supportive (immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome[MONDO:0010580]-X-linked) | Definitive (immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome[MONDO:0010580]-X-linked recessive)",NULL,P:30; LP:20; VUS:94,OMIM:304790 (complement: 0.036 | glomerulopathy: 0.016 | cyst_cilio: 0.003),OMIM:304790 (neonatal_or_pediatric: 0.402),OMIM:304790 (syndromic: 0.059 | growth: 0.171 | skeletal: 0.003 | neurologic: 0.103),hm (false); ht (false),0.5,2726,0.5220125786163522,"9606.ENSP00000216117:241, 9606.ENSP00000287820:739, 9606.ENSP00000484803:667, 9606.ENSP00000367721:165, 9606.ENSP00000261396:165, 9606.ENSP00000229179:165, 9606.ENSP00000229135:292, 9606.ENSP00000368632:292",0,0.378422,0.23587600000000003,1.3642785508974,cur_489
G6PC1,4056,4,2.4525467400115764,1.8e-5,0.5956,1.5355,0.2658,Glycogen storage disease Ia[OMIM:232200]-Autosomal recessive inheritance,"Definitive, Definitive, Strong, Strong (glycogen storage disease due to glucose-6-phosphatase deficiency type IA[MONDO:0009287]-Autosomal recessive)",NULL,P:80; LP:66; VUS:145,OMIM:232200 (tubulopathy: 0.161 | nephrocalcinosis: 0.16 | glomerulopathy: 0.115 | cancer: 0.04 | cyst_cilio: 0.037 | cakut: 0.028),OMIM:232200 (neonatal_or_pediatric: 0.665),OMIM:232200 (syndromic: 0.022 | growth: 0.361 | skeletal: 0.007),hm (true); ht (false),0.5,900,0.21174004192872117,9606.ENSP00000223366:900,0,NULL,NULL,NULL,cur_490
GCK,4195,2,1.6337410788342357,NULL,NULL,NULL,NULL,"MODY, type II[OMIM:125851]-Autosomal dominant inheritance | Diabetes mellitus, permanent neonatal 1[OMIM:606176]-Autosomal recessive inheritance | Hyperinsulinemic hypoglycemia, familial, 3[OMIM:602485]-Autosomal dominant inheritance | Diabetes mellitus, noninsulin-dependent, late onset[OMIM:125853]-Autosomal dominant inheritance","Definitive, Strong (maturity-onset diabetes of the young type 2[MONDO:0007453]-Autosomal dominant) | Strong (diabetes mellitus, noninsulin-dependent[MONDO:0007455]-Autosomal dominant) | Definitive, Strong, Supportive (hyperinsulinism due to glucokinase deficiency[MONDO:0011236]-Autosomal dominant) | Definitive (monogenic diabetes[MONDO:0015967]-Autosomal dominant) | Supportive (maturity-onset diabetes of the young[MONDO:0018911]-Autosomal dominant) | Strong (transient neonatal diabetes mellitus[MONDO:0020525]-Autosomal recessive) | Supportive (permanent neonatal diabetes mellitus[MONDO:0100164]-Autosomal dominant) | Strong, Moderate (permanent neonatal diabetes mellitus 1[MONDO:0100165]-Autosomal recessive)",Definitive (monogenic diabetes[MONDO:0015967]-AD),P:214; LP:219; VUS:210,NULL,OMIM:125851 (neonatal_or_pediatric: 0.2); OMIM:125853 (adult: 0.108); OMIM:602485 (adult: 0.372 | neonatal_or_pediatric: 0.2),OMIM:125853 (syndromic: 0.001 | growth: 0.011); OMIM:602485 (syndromic: 0.02 | neurologic: 0.041); OMIM:606176 (syndromic: 0.008 | growth: 0.148),hm (true); ht (true),0.5,1347,0.3165618448637317,"9606.ENSP00000323568:447, 9606.ENSP00000253801:900",0,0.591947,0.153421,2.86549826662077,cur_491
